2019/08/23 17:49:50.520 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:49:54.518 [D] [ext_timer.go:278]  开牌
2019/08/23 17:50:00.520 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:50:00.520 [D] [ext_timer.go:539]  结算中
2019/08/23 17:50:00.520 [D] [ext_timer.go:521]  Count:%!(EXTRA int=211)
2019/08/23 17:50:09.520 [D] [ext_timer.go:39]  准备中
2019/08/23 17:50:12.518 [D] [ext_timer.go:86]  发牌中
2019/08/23 17:50:15.518 [D] [ext_timer.go:106]  下注中
2019/08/23 17:50:35.518 [D] [ext_timer.go:139]  停止下注
2019/08/23 17:50:35.518 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:50:39.518 [D] [ext_timer.go:278]  开牌
2019/08/23 17:50:45.520 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:50:45.520 [D] [ext_timer.go:539]  结算中
2019/08/23 17:50:45.520 [D] [ext_timer.go:521]  Count:%!(EXTRA int=208)
2019/08/23 17:50:54.518 [D] [ext_timer.go:39]  准备中
2019/08/23 17:50:57.518 [D] [ext_timer.go:86]  发牌中
2019/08/23 17:51:00.519 [D] [ext_timer.go:106]  下注中
2019/08/23 17:51:20.518 [D] [ext_timer.go:139]  停止下注
2019/08/23 17:51:20.518 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:51:24.518 [D] [ext_timer.go:278]  开牌
2019/08/23 17:51:30.520 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:51:30.520 [D] [ext_timer.go:539]  结算中
2019/08/23 17:51:30.520 [D] [ext_timer.go:521]  Count:%!(EXTRA int=205)
2019/08/23 17:51:39.519 [D] [ext_timer.go:39]  准备中
2019/08/23 17:51:42.518 [D] [ext_timer.go:86]  发牌中
2019/08/23 17:51:45.520 [D] [ext_timer.go:106]  下注中
2019/08/23 17:52:05.518 [D] [ext_timer.go:139]  停止下注
2019/08/23 17:52:05.518 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:52:09.520 [D] [ext_timer.go:278]  开牌
2019/08/23 17:52:15.518 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:52:15.518 [D] [ext_timer.go:539]  结算中
2019/08/23 17:52:15.518 [D] [ext_timer.go:521]  Count:%!(EXTRA int=202)
2019/08/23 17:52:24.520 [D] [ext_timer.go:39]  准备中
2019/08/23 17:52:27.518 [D] [ext_timer.go:86]  发牌中
2019/08/23 17:52:30.518 [D] [ext_timer.go:106]  下注中
2019/08/23 17:52:50.520 [D] [ext_timer.go:139]  停止下注
2019/08/23 17:52:50.520 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:52:54.518 [D] [ext_timer.go:278]  开牌
2019/08/23 17:53:00.519 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:53:00.519 [D] [ext_timer.go:539]  结算中
2019/08/23 17:53:00.519 [D] [ext_timer.go:521]  Count:%!(EXTRA int=199)
2019/08/23 17:53:09.519 [D] [ext_timer.go:39]  准备中
2019/08/23 17:53:12.518 [D] [ext_timer.go:86]  发牌中
2019/08/23 17:53:15.518 [D] [ext_timer.go:106]  下注中
2019/08/23 17:53:35.520 [D] [ext_timer.go:139]  停止下注
2019/08/23 17:53:35.520 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:53:39.520 [D] [ext_timer.go:278]  开牌
2019/08/23 17:53:45.518 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:53:45.518 [D] [ext_timer.go:539]  结算中
2019/08/23 17:53:45.518 [D] [ext_timer.go:521]  Count:%!(EXTRA int=196)
2019/08/23 17:53:54.520 [D] [ext_timer.go:39]  准备中
2019/08/23 17:53:57.520 [D] [ext_timer.go:86]  发牌中
2019/08/23 17:54:00.519 [D] [ext_timer.go:106]  下注中
2019/08/23 17:54:20.518 [D] [ext_timer.go:139]  停止下注
2019/08/23 17:54:20.518 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:54:24.520 [D] [ext_timer.go:278]  开牌
2019/08/23 17:54:30.520 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:54:30.520 [D] [ext_timer.go:539]  结算中
2019/08/23 17:54:30.520 [D] [ext_timer.go:521]  Count:%!(EXTRA int=193)
2019/08/23 17:54:39.519 [D] [ext_timer.go:39]  准备中
2019/08/23 17:54:42.518 [D] [ext_timer.go:86]  发牌中
2019/08/23 17:54:45.519 [D] [ext_timer.go:106]  下注中
2019/08/23 17:55:05.520 [D] [ext_timer.go:139]  停止下注
2019/08/23 17:55:05.520 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:55:09.518 [D] [ext_timer.go:278]  开牌
2019/08/23 17:55:15.519 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:55:15.519 [D] [ext_timer.go:539]  结算中
2019/08/23 17:55:15.519 [D] [ext_timer.go:521]  Count:%!(EXTRA int=190)
2019/08/23 17:55:24.519 [D] [ext_timer.go:39]  准备中
2019/08/23 17:55:27.518 [D] [ext_timer.go:86]  发牌中
2019/08/23 17:55:30.519 [D] [ext_timer.go:106]  下注中
2019/08/23 17:55:50.520 [D] [ext_timer.go:139]  停止下注
2019/08/23 17:55:50.520 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:55:54.519 [D] [ext_timer.go:278]  开牌
2019/08/23 17:56:00.519 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:56:00.519 [D] [ext_timer.go:539]  结算中
2019/08/23 17:56:00.519 [D] [ext_timer.go:521]  Count:%!(EXTRA int=187)
2019/08/23 17:56:09.520 [D] [ext_timer.go:39]  准备中
2019/08/23 17:56:12.518 [D] [ext_timer.go:86]  发牌中
2019/08/23 17:56:15.519 [D] [ext_timer.go:106]  下注中
2019/08/23 17:56:35.518 [D] [ext_timer.go:139]  停止下注
2019/08/23 17:56:35.518 [D] [ext_timer.go:214]  点杀概率%!(EXTRA float64=0.5)
2019/08/23 17:56:39.518 [D] [ext_timer.go:278]  开牌
2019/08/23 17:56:45.518 [D] [ext_timer.go:346]  派奖中
2019/08/23 17:56:45.518 [D] [ext_timer.go:539]  结算中
2019/08/23 17:56:45.518 [D] [ext_timer.go:521]  Count:%!(EXTRA int=184)
